0.000000,0.000000,-1.000000
0.078988,0.000000,-0.996876
0.162978,0.000000,-0.986630
0.241884,0.000000,-0.970305
0.318578,0.000000,-0.947897
0.398177,0.000000,-0.917309
0.471893,0.000000,-0.881656
0.545713,0.000000,-0.837972
0.611216,0.000000,-0.791464
0.674842,0.000000,-0.737962
0.734602,0.000000,-0.678498
0.786490,0.000000,-0.617603
0.834404,0.000000,-0.551153
0.878256,0.000000,-0.478191
0.917174,0.000000,-0.398488
0.947997,0.000000,-0.318279
0.970234,0.000000,-0.242171
0.986836,0.000000,-0.161723
0.997252,0.000000,-0.074086
0.999983,0.000000,0.005806
0.995425,0.000000,0.095544
0.982811,0.000000,0.184617
0.962218,0.000000,0.272281
0.935624,0.000000,0.352997
0.903835,0.000000,0.427881
0.865491,0.000000,0.500924
0.817430,0.000000,0.576028
0.763613,0.000000,0.645674
0.703472,0.000000,0.710723
0.637673,0.000000,0.770307
0.566712,0.000000,0.823916
0.491129,0.000000,0.871087
0.411510,0.000000,0.911405
0.328479,0.000000,0.944511
0.242693,0.000000,0.970103
0.154837,0.000000,0.987940
0.065616,0.000000,0.997845
-0.024246,0.000000,0.999706
-0.114019,0.000000,0.993479
-0.202966,0.000000,0.979186
-0.288132,0.000000,0.957591
-0.367672,0.000000,0.929956
-0.440331,0.000000,0.897836
-0.510856,0.000000,0.859667
-0.579920,0.000000,0.814673
-0.647565,0.000000,0.762010
-0.705691,0.000000,0.708520
-0.759547,0.000000,0.650453
-0.810143,0.000000,0.586233
-0.858471,0.000000,0.512863
-0.900638,0.000000,0.434569
-0.936042,0.000000,0.351888
-0.964131,0.000000,0.265428
-0.982010,0.000000,0.188828
-0.993885,0.000000,0.110420
-0.999529,0.000000,0.030702
-0.998759,0.000000,-0.049799
-0.991444,0.000000,-0.130535
-0.977500,0.000000,-0.210937
-0.956898,0.000000,-0.290425
-0.929664,0.000000,-0.368409
-0.895879,0.000000,-0.444298
-0.855682,0.000000,-0.517502
-0.809267,0.000000,-0.587441
-0.756886,0.000000,-0.653547
-0.698868,0.000000,-0.715251
-0.639348,0.000000,-0.768917
-0.576413,0.000000,-0.817158
-0.507193,0.000000,-0.861833
-0.430147,0.000000,-0.902759
-0.354916,0.000000,-0.934898
-0.276970,0.000000,-0.960878
-0.196677,0.000000,-0.980468
-0.114579,0.000000,-0.993414
-0.031246,0.000000,-0.999512
0.052727,0.000000,-0.998609
0.132425,0.000000,-0.991193
0.212281,0.000000,-0.977209
0.291576,0.000000,-0.956548
0.366632,0.000000,-0.930366
0.443672,0.000000,-0.896189
0.520977,0.000000,-0.853570
0.595067,0.000000,-0.803676
0.665154,0.000000,-0.746706
0.730462,0.000000,-0.682953
0.782064,0.000000,-0.623199
0.829143,0.000000,-0.559036
0.871268,0.000000,-0.490808
0.908032,0.000000,-0.418901
0.939063,0.000000,-0.343745
0.964025,0.000000,-0.265810
0.982625,0.000000,-0.185602
0.994613,0.000000,-0.103659
0.999789,0.000000,-0.020548
0.998005,0.000000,0.063140
0.989167,0.000000,0.146798
0.973237,0.000000,0.229802
0.950238,0.000000,0.311524
0.920249,0.000000,0.391332
0.883411,0.000000,0.468599
0.839922,0.000000,0.542707
0.790041,0.000000,0.613053
0.734085,0.000000,0.679058
0.672423,0.000000,0.740167
0.605480,0.000000,0.795860
0.533731,0.000000,0.845654
0.457695,0.000000,0.889109
0.377937,0.000000,0.925831
0.295057,0.000000,0.955480
0.210465,0.000000,0.977601
0.132907,0.000000,0.991129
0.054024,0.000000,0.998540
0.137665,0.000000,0.990479
0.217540,0.000000,0.976051
0.302767,0.000000,0.953064
0.385848,0.000000,0.922563
0.465792,0.000000,0.884894
0.534884,0.000000,0.844925
0.460885,0.000000,0.887460
0.377675,0.000000,0.925938
0.293372,0.000000,0.955998
0.206594,0.000000,0.978427
0.118036,0.000000,0.993009
0.028413,0.000000,0.999596
-0.061547,0.000000,0.998104
-0.151109,0.000000,0.988517
-0.239537,0.000000,0.970887
-0.326103,0.000000,0.945334
-0.410088,0.000000,0.912046
-0.490796,0.000000,0.871275
-0.567551,0.000000,0.823338
-0.639712,0.000000,0.768615
-0.706672,0.000000,0.707542
-0.767866,0.000000,0.640611
-0.816378,0.000000,0.577519
-0.860942,0.000000,0.508703
-0.899718,0.000000,0.436471
-0.933757,0.000000,0.357909
-0.962197,0.000000,0.272354
-0.982833,0.000000,0.184496
-0.995472,0.000000,0.095052
-0.999989,0.000000,0.004752
-0.996324,0.000000,-0.085660
-0.984490,0.000000,-0.175440
-0.964565,0.000000,-0.263844
-0.936701,0.000000,-0.350131
-0.903356,0.000000,-0.428891
-0.866851,0.000000,-0.498567
-0.821193,0.000000,-0.570650
-0.767463,0.000000,-0.641093
-0.708545,0.000000,-0.705665
-0.643754,0.000000,-0.765233
-0.573805,0.000000,-0.818992
